19.626	21.089
18.548	21.785
19.381	19.696
20.935	19.991
21.056	20.507
20.16	21.203
20.287	20.522
20.633	20.397
18.541	19.517
19.418	19.769
18.17	20.613
19.551	21.683
20.949	20.568
20.717	18.794
22.288	20.433
20.167	19.908
17.844	19.756
21.689	19.781
21.282	19.12
19.417	19.679
20.223	19.216
20.779	19.635
20.385	20.117
20.696	20.174
19.887	19.784
19.961	19.847
20.088	20.034
19.21	20.458
21.423	21.282
20.006	20.62
20.686	19.713
19.145	20.598
18.925	19.754
19.909	18.219
19.747	17.653
21.195	18.286
20.606	19.763
20.541	19.38
18.555	19.28
19.032	20.041
20.202	19.341
19.652	19.369
21.29	20.61
21.341	20.782
19.419	22.437
20.875	20.302
21.395	20.058
20.321	19.426
21.623	19.805
21.062	19.949
20.214	18.244
20.877	19.743
20.194	20.75
19.585	19.429
20.358	20.494
20.036	20.991
19.635	21.077
21.771	20.777
20.221	17.74
22.73	19.436
19.704	20.901
20.564	20.395
21.583	20.005
22.729	20.437
20.304	21.13
19.21	20.154
20.803	19.241
18.68	19.82
19.726	19.792
20.272	20.897
21.49	20.412
21.437	20.548
19.972	20.148
20.924	19.638
19.679	20.061
20.661	20.217
21.915	18.602
20.157	20.179
19.699	20.928
19.5	19.89
20.716	21.572
21.337	20.56
22.126	19.58
20.054	19.846
20.163	19.725
19.367	20.241
21.612	20.755
19.925	19.708
19.527	20.458
22.184	21.755
20.81	20.931
20.716	20.825
18.994	19.185
20.434	19.466
20.52	20.243
18.908	19.899
19.774	18.375
19.595	18.486
20.528	21.026
18.993	19.242
12.078	10.083
7.778	10.158
10.449	9.4721
10.001	10.723
9.2438	9.1501
10.404	9.2036
9.2061	10.725
10.86	11.687
10.067	9.6136
8.3606	9.4949
7.5753	10.408
9.7162	11.072
11.146	10.968
10.181	10.27
10.054	9.3656
10.688	10.63
8.6066	9.9208
11.425	11.377
9.1061	8.5918
10.038	10.141
9.6364	11.29
10.15	9.5051
8.0555	9.3752
11.524	9.0664
10.546	9.7213
12.01	9.7995
11.417	10.137
10.011	9.1167
9.061	10.083
8.2611	9.3961
10.017	9.6313
10.219	9.1618
11.046	9.7175
9.049	13.57
10.795	13.408
10.071	11.147
9.2263	10.787
10.774	8.7219
10.266	9.4154
9.7649	9.3806
11.877	10.535
10.609	10.483
9.8897	10.108
10.277	9.6597
10.087	9.0742
10.174	10.005
10.454	11.139
9.3965	10.427
9.203	10.181
10.361	10.657
11.885	10.584
9.6932	8.3835
8.9873	10.019
9.7615	9.574
9.516	7.966
9.6727	8.6714
10.476	9.6801
9.87	10.825
9.4056	9.7707
9.5562	10.262
8.6775	9.102
9.1405	7.8427
8.587	10.094
9.484	9.0488
8.9149	11.173
9.2928	11.735
9.6983	9.6283
8.7996	11.193
9.9806	10.954
10.34	8.585
9.0368	9.9666
11.114	10.261
8.4139	10.523
9.6082	10.677
8.5153	10.674
9.6554	10.678
8.6761	9.6874
9.4252	10.379
9.2593	7.7471
8.815	8.8316
7.9351	11.202
10.565	9.3393
12	10.328
12.223	11.508
9.5078	9.1111
9.954	9.0407
9.5343	9.5073
10.076	10.441
9.0812	9.7952
8.0805	9.0222
9.9636	8.4271
8.7749	9.6297
8.0976	9.7789
12.374	9.4648
9.7667	9.738
10.404	8.9046
11.192	10.549
8.3152	7.8254
10.413	10.145
10.502	10.669
0.15117	2.9766
0.94291	1.5447
1.2918	0.86209
0.38538	1.6199
0.98636	0.99442
1.4121	2.1072
0.06285	0.81441
1.8352	-0.12142
2.0945	1.2464
1.3212	2.561
1.0151	-0.19662
-0.16449	0.75765
1.4948	2.0048
-0.21585	-0.92013
2.5908	1.6254
1.5265	1.753
1.2648	1.2135
0.6064	0.22977
-1.1763	0.99287
-0.19565	1.0932
1.3653	1.9353
3.4124	1.6635
1.7402	0.64977
1.3097	2.6199
0.45801	0.94917
1.1223	0.1873
1.9623	0.56158
0.74603	1.8586
2.8918	1.1952
-0.22025	1.8889
0.62376	1.0692
1.0524	3.4868
-0.95393	-0.66564
1.5654	0.58407
1.0778	0.91578
1.0807	1.0893
1.7947	2.4561
2.0437	1.2195
1.8022	0.88512
0.53118	1.0686
0.95341	1.7515
1.3535	0.31057
-0.2568	1.4508
-0.036031	-0.56502
0.57304	0.9212
1.0777	0.058208
2.7909	0.34714
1.7973	1.2825
0.5575	-0.12508
0.37091	0.011026
2.5338	-0.51586
3.7335	-1.2285
1.1674	0.84848
0.52113	2.1627
-0.41265	0.81806
1.975	0.76605
1.2897	-0.046734
2.1654	2.5833
0.091294	0.75059
1.2406	2.294
0.34595	1.362
2.275	0.73695
0.44881	2.0821
0.91259	1.9824
0.65218	0.88856
1.994	2.296
1.4284	2.7813
-0.0041853	0.93439
0.36731	0.74432
-0.04571	1.4046
1.5057	1.3518
1.332	1.8075
-0.63541	0.74441
-0.90684	1.7151
0.9596	2.0486
1.6972	1.1775
1.1688	1.1533
-0.5438	-0.25432
-0.5518	-0.1728
1.8671	-0.46144
0.85463	-0.24429
0.61376	0.8449
2.3162	-0.61491
0.20354	3.2461
1.1354	1.7393
1.4178	-1.0676
1.8199	-0.15455
0.14565	0.89281
1.3573	-0.71288
3.7485	0.54011
-0.51298	2.091
1.434	0.83612
0.77023	0.93276
0.17291	-0.0015925
0.16802	0.44434
1.4979	-0.35156
3.3156	1.3642
0.20617	0.54779
1.541	1.7834
0.44094	2.2372
